,race,workclass,fnlwgt,marital_status,occupation,relationship,age,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19
16046,0,1,98995,1,1,1,34,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1
16047,0,0,182162,0,2,2,31,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1
16048,0,0,206721,1,2,2,26,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1
16049,0,0,254221,1,2,1,33,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1
16050,0,1,186845,0,0,0,38,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1
16051,0,0,171824,1,1,1,66,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1
16052,0,0,159179,0,0,0,38,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1
16053,0,0,200479,0,1,0,40,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0
16054,0,0,368561,0,2,0,48,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1
16055,0,0,379412,1,0,2,32,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0
16056,0,1,195124,2,2,2,42,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0
16057,0,0,120053,2,2,2,38,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0
16058,0,2,202729,0,0,0,33,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1
16059,0,0,97743,1,1,1,24,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
16060,0,0,198766,0,2,0,65,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
16061,1,0,217826,0,2,0,40,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0
16062,0,1,240900,0,0,0,41,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1
16063,0,0,178107,1,0,2,33,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1
16064,0,1,311231,0,1,0,45,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
16065,0,1,101481,1,2,1,36,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0
16066,0,0,120629,2,2,2,49,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1
16067,0,0,189888,1,1,1,20,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
16068,2,0,274222,1,2,2,31,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0
16069,0,1,32627,0,0,0,44,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1
16070,0,0,366139,0,2,2,22,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0
16071,0,0,456604,0,2,0,25,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0
16072,0,0,283715,1,0,2,26,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1
16073,0,0,144778,0,0,0,42,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0
16074,0,0,86310,2,2,2,37,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1
16075,0,0,206609,1,2,2,34,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1
16076,0,0,197033,0,0,0,40,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
16077,0,2,121362,0,0,2,56,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1
16078,0,0,140664,2,2,1,45,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0
16079,0,0,132912,0,2,0,46,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1
16080,0,0,41223,0,2,0,46,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0
16081,0,0,155913,0,1,0,24,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0
16082,2,2,216402,0,1,0,45,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0
16083,2,0,121772,1,0,1,37,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
16084,0,1,151089,0,2,0,44,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0
16085,1,0,437994,1,1,1,28,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1
16086,0,1,194901,0,0,0,32,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
16087,0,0,164857,1,1,1,58,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1
16088,0,1,98010,0,1,2,48,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
16089,0,0,72630,1,1,1,32,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0
16090,0,0,275291,1,2,2,21,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1
16091,0,2,121568,1,0,2,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
16092,1,0,237305,1,2,2,20,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1
16093,0,1,317660,0,0,0,32,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1
16094,0,1,341638,0,1,0,42,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
16095,0,0,102771,0,2,0,47,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0
16096,2,1,20057,2,2,2,34,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0
16097,0,0,129232,1,0,2,21,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0
16098,0,0,41721,1,1,2,20,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
16099,2,0,147638,2,1,2,37,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0
16100,0,0,109282,1,2,2,30,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1
16101,0,1,238257,1,1,1,54,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0
16102,2,0,348618,0,0,0,30,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0
16103,0,0,231822,2,2,2,33,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0
16104,1,1,209433,0,2,0,62,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
16105,0,0,195820,0,2,0,57,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1
16106,0,2,256992,0,1,2,35,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0
16107,0,0,242912,1,1,2,22,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1
16108,0,0,330571,1,1,1,23,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0
16109,0,0,353824,0,2,0,45,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0
16110,0,0,180985,0,2,0,43,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0
16111,0,0,131401,1,0,1,26,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1
16112,1,0,146674,0,2,0,60,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1
16113,0,0,302868,0,2,0,53,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0
16114,0,0,37646,0,2,0,30,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0
16115,0,1,174855,2,0,2,50,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0
16116,0,0,110723,1,2,2,17,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1
16117,0,0,132053,1,2,2,20,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1
16118,0,0,77415,0,2,0,56,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0
16119,0,0,120461,1,0,1,31,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0
16120,0,1,202699,0,1,0,68,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1
16121,0,0,33551,2,2,1,24,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1
16122,0,0,181772,0,2,0,26,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0
16123,0,0,179668,0,2,0,38,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0
16124,0,0,211334,0,0,0,31,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0
16125,1,1,175715,1,0,1,43,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1
16126,0,0,182274,0,0,2,34,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1
16127,0,0,300871,1,2,2,22,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1
16128,0,0,617898,0,2,0,38,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0
16129,0,2,70100,0,2,0,29,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1
16130,0,0,43556,2,2,1,41,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0
16131,0,0,152035,1,2,2,26,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0
16132,0,1,21412,0,1,0,53,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0
16133,0,1,169133,2,2,1,76,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
16134,0,0,193090,1,2,1,23,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0
16135,0,2,458168,0,1,0,40,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0
16136,0,0,128033,0,2,0,38,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
16137,0,0,208358,0,0,0,37,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1
16138,0,0,257128,2,0,1,34,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1
16139,0,0,222247,0,2,0,58,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0
16140,0,0,140863,0,2,0,29,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1
16141,0,0,496856,1,2,2,23,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
16142,0,2,55894,2,2,1,65,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1
16143,1,0,259882,1,2,2,37,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1
16144,0,0,391874,0,0,0,32,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1
16145,1,1,293535,0,1,0,43,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
16146,0,0,175081,1,0,2,19,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
16147,0,0,447488,1,1,2,20,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1
16148,1,0,558490,2,2,1,50,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0
16149,2,0,227491,1,2,1,19,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
16150,0,0,90196,0,0,0,28,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1
16151,0,0,139193,2,0,1,40,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1
16152,0,0,193898,0,2,0,27,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1
16153,0,0,91501,0,2,2,27,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0
16154,2,0,96635,1,0,1,41,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1
16155,0,0,105363,0,2,0,58,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,0
16156,0,2,126840,2,2,1,55,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0
16157,0,0,43910,0,2,2,49,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1
16158,0,0,101096,1,1,1,60,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1
16159,0,1,49249,0,0,0,43,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1
16160,2,0,211226,0,2,0,46,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0
16161,0,0,84366,2,2,2,29,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0
16162,0,0,30267,0,2,0,36,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1
16163,0,0,180246,0,0,0,26,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0
16164,1,0,137385,1,2,1,31,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0
16165,0,1,229300,1,1,1,29,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0
16166,0,0,44419,1,2,2,30,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1
16167,0,0,186819,0,2,0,36,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
16168,0,0,195253,0,0,0,35,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1
16169,0,0,91453,2,2,2,42,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1
16170,0,1,224711,1,1,1,61,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0
16171,0,0,306639,1,2,2,20,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0
16172,0,0,396538,2,0,2,30,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0
16173,0,0,50567,2,2,1,49,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0
16174,0,0,101549,1,1,2,19,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1
16175,2,1,347803,1,2,1,22,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1
16176,1,0,176131,0,0,0,22,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0
16177,0,0,192894,0,0,0,49,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0
16178,1,0,210844,2,0,1,43,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0
16179,0,0,167882,2,2,1,46,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1
16180,0,1,39089,0,0,0,37,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1
16181,0,0,190457,1,2,2,24,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1
16182,2,0,208068,0,2,0,42,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
16183,0,0,229656,2,2,2,29,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1
16184,0,0,197756,0,2,2,23,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1
16185,0,1,187385,0,1,2,39,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0
16186,0,0,202878,0,2,0,29,0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0
16187,0,0,201682,0,2,2,23,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1
16188,0,2,91044,2,1,1,45,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1
16189,0,0,188146,0,2,0,30,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0
16190,0,1,49069,0,2,2,52,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0
16191,0,1,138991,0,0,0,44,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0
16192,0,0,121124,0,0,0,46,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0
16193,0,0,97789,1,2,2,25,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0
16194,1,0,227886,1,2,2,31,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1
16195,0,1,109240,1,0,1,26,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1
16196,0,1,35546,0,2,0,52,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1
16197,2,0,67187,1,2,2,30,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1
16198,0,0,117509,0,0,0,60,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0
16199,0,0,228696,0,0,1,33,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
16200,0,0,108945,1,0,1,43,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0
16201,0,0,104397,0,2,2,40,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
16202,0,0,270194,0,0,0,50,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0
16203,1,0,70761,1,2,1,40,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1
16204,0,1,95806,1,0,1,26,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1
16205,0,0,377850,0,0,0,31,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0
16206,0,0,138266,1,2,2,18,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1
16207,0,0,154076,0,1,0,42,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1
16208,0,2,115438,0,0,0,27,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0
16209,0,2,111483,1,0,2,44,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1
16210,0,0,93213,0,0,0,33,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1
16211,0,0,101214,2,2,2,44,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0
16212,2,0,233366,0,0,0,42,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0
16213,0,2,155057,0,2,0,84,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0
16214,0,1,190895,0,0,0,35,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0
16215,0,0,98975,1,2,1,39,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0
16216,0,2,225334,0,2,2,57,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1
16217,0,1,328216,0,1,0,46,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1
16218,0,0,182907,0,2,0,52,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1
16219,0,0,572285,1,1,2,21,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1
16220,0,0,188693,0,0,0,42,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
16221,0,0,173255,1,2,2,18,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0
16222,0,0,188108,1,0,2,31,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1
16223,0,0,135162,0,0,0,35,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0
16224,0,0,90159,0,1,2,36,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0
16225,0,0,119386,2,2,1,58,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0
16226,0,0,174090,1,2,2,40,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1
16227,0,0,192569,2,1,1,42,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
16228,0,0,317809,0,1,0,33,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0
16229,2,0,133770,0,0,1,31,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0
16230,0,0,55614,1,2,2,22,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0
16231,0,0,204018,1,2,2,17,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1
16232,2,0,72887,0,0,2,30,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1
16233,0,0,173754,0,2,0,51,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0
16234,0,0,134378,0,0,0,64,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
16235,1,0,348092,1,2,2,23,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0
16236,0,1,321764,0,1,0,46,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0
16237,0,2,275924,0,0,0,51,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1
16238,0,0,123681,2,1,1,46,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0
16239,0,0,207116,2,1,1,75,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0
16240,0,1,41031,1,2,1,23,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0
16241,1,1,198813,1,2,2,25,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1
16242,0,0,254905,0,2,0,30,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1
16243,0,1,93663,2,2,2,45,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1
16244,0,0,188246,0,0,0,33,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0
16245,0,1,124963,0,2,0,51,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0
16246,0,0,117674,0,0,0,52,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1
16247,0,1,39890,2,2,1,74,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
16248,0,1,80986,0,2,0,73,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
16249,0,0,186463,0,2,0,26,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1
16250,0,0,187308,1,1,2,17,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
16251,0,0,329170,1,2,1,34,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1
16252,1,1,498267,2,1,2,31,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0
16253,0,1,318972,2,2,2,36,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0
16254,0,0,86492,1,2,1,33,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0
16255,1,0,390243,1,2,1,37,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1
16256,0,0,123083,1,1,1,25,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1
16257,0,0,109813,1,2,2,20,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1
16258,0,1,125197,0,2,0,75,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0
16259,1,1,180162,2,2,1,62,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1
16260,0,0,221603,2,2,1,70,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
16261,0,1,198103,1,0,1,50,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0
16262,1,0,94744,1,2,2,20,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1
16263,0,1,33658,0,1,0,44,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1
16264,0,1,85440,0,1,0,43,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0
16265,0,0,69525,2,0,2,64,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0
16266,0,0,195505,1,2,2,17,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0
16267,0,0,139701,1,2,2,47,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1
16268,0,0,346963,0,0,0,57,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0
16269,0,0,131180,1,1,2,18,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1
16270,0,0,341294,1,2,2,20,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1
16271,0,2,130391,1,1,1,73,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0
16272,0,0,116626,1,2,2,17,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1
16273,2,0,73199,0,2,0,37,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0
16274,1,0,169818,0,1,2,49,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0
16275,2,1,76860,0,0,0,59,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0
16276,0,0,121676,0,1,2,45,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0
16277,0,0,161007,0,2,0,26,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0
16278,0,0,82646,2,0,1,53,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0
16279,0,0,219021,0,2,0,46,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1
16280,0,0,269786,1,2,2,28,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0
16281,0,1,162041,1,1,1,31,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0
16282,0,0,195096,0,2,0,42,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
16283,0,2,168496,2,2,2,37,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1
16284,0,0,112264,0,2,0,35,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1
