,age,workclass,fnlwgt,education,educational_num,marital_status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native_country,income_bigger_than_50K
27567,34,0,87131,0,6,0,2,0,0,0,0,0,40,1,0
27568,43,1,300099,1,13,2,2,1,0,1,0,0,34,0,0
27569,41,1,67671,1,14,0,1,0,0,0,0,0,50,0,0
27570,19,0,259352,0,9,1,2,1,0,0,0,0,45,0,0
27571,30,0,378009,1,14,0,0,0,0,0,0,0,50,0,1
27572,61,0,90051,0,4,0,2,2,0,1,3456,0,44,1,0
27573,35,0,31964,1,13,0,2,0,0,0,0,0,50,0,1
27574,55,2,422249,0,9,0,0,0,0,0,0,0,50,0,0
27575,36,0,190759,1,13,0,1,0,0,0,0,0,45,0,1
27576,61,1,192085,0,9,0,2,0,0,0,0,0,15,0,0
27577,49,0,182313,0,9,2,2,1,0,0,0,0,40,0,0
27578,27,0,617860,1,10,1,2,2,1,0,0,0,40,0,0
27579,24,2,37440,1,13,1,2,2,0,0,0,0,50,0,0
27580,38,0,93140,0,9,2,2,2,1,1,0,0,28,0,0
27582,46,0,279196,1,13,1,0,1,0,1,0,0,40,0,0
27583,41,0,230959,1,13,1,2,2,2,1,0,0,40,1,0
27584,29,0,359155,0,9,2,2,2,0,1,0,0,30,0,0
27585,34,0,375680,0,12,1,0,2,1,1,0,0,40,0,0
27587,55,0,116219,1,10,2,1,1,1,1,0,0,40,0,0
27588,57,2,24473,0,11,0,0,0,0,0,0,0,40,0,1
27589,27,0,314240,0,12,1,0,1,0,0,3325,0,40,0,0
27590,44,1,107503,1,16,0,1,0,0,0,5013,0,60,0,0
27591,38,0,22245,1,10,2,0,1,0,0,0,0,50,0,0
27592,32,2,46746,1,10,0,2,0,0,0,0,0,65,0,0
27593,17,0,276718,0,9,1,2,2,0,0,0,0,20,0,0
27594,37,1,32950,0,12,2,0,2,1,1,0,0,40,0,0
27595,41,1,207685,1,14,0,1,0,0,0,0,0,61,0,1
27596,48,0,145041,0,9,1,2,2,0,0,0,0,40,1,0
27597,61,1,31577,1,14,0,1,0,0,0,0,0,30,0,0
27598,28,0,239130,1,10,1,0,1,0,0,0,0,50,0,0
27599,28,0,198493,0,12,1,0,1,0,0,0,0,40,0,0
27600,25,0,225135,0,9,1,2,2,0,1,0,0,40,0,0
27601,40,0,94080,0,12,0,0,0,0,0,0,0,40,0,1
27602,25,0,120450,0,9,1,1,1,0,0,0,0,40,0,0
27603,23,0,412248,0,12,1,1,1,0,1,0,0,25,0,0
27604,62,0,174201,0,5,2,1,2,1,1,0,0,25,0,0
27605,43,0,87284,1,10,1,2,1,0,0,0,0,40,0,0
27606,46,0,205504,0,9,2,2,1,0,0,0,0,20,0,0
27607,52,1,216342,1,13,2,0,2,0,1,0,0,55,0,0
27608,44,0,222504,1,10,0,2,2,0,1,0,0,45,0,1
27609,43,0,173316,1,10,0,0,0,0,0,0,0,40,0,0
27610,36,0,43701,1,10,2,2,1,0,1,0,0,20,0,0
27611,61,2,170278,0,15,1,1,1,0,1,0,0,30,1,0
27612,42,0,52781,1,13,0,1,0,0,0,7688,0,40,0,1
27613,45,2,225456,1,13,0,0,0,0,0,0,0,50,0,1
27614,55,0,250322,0,9,2,2,1,0,1,0,0,40,0,0
27615,22,0,181773,0,9,1,2,2,1,0,0,0,40,0,0
27616,18,0,126142,0,6,1,0,2,0,0,0,0,30,0,0
27617,23,0,60668,1,10,1,2,2,0,0,0,0,55,0,0
27618,25,0,521400,0,3,1,2,2,0,0,0,0,40,1,0
27619,56,2,115439,1,10,0,0,0,0,0,0,0,60,0,0
27620,47,0,178686,0,11,1,1,1,0,0,0,0,40,0,0
27621,52,0,102444,0,4,0,2,0,0,0,0,0,40,0,0
27622,56,0,392160,0,9,2,2,2,0,1,0,0,25,1,0
27623,26,0,282304,1,10,1,2,1,0,0,0,0,45,0,0
27624,29,0,334096,0,9,1,2,1,0,1,0,0,25,0,0
27625,67,1,112318,0,6,0,0,0,0,0,0,0,40,0,0
27626,28,0,221215,0,6,1,2,2,0,0,0,0,40,1,0
27627,40,0,154374,0,15,0,1,0,0,0,0,0,60,0,1
27628,64,1,182866,0,9,2,1,2,0,1,0,0,40,0,0
27630,50,0,30447,0,11,0,2,0,0,0,0,0,45,0,0
27631,51,0,160724,1,16,0,1,0,2,0,0,0,99,1,0
27632,39,0,360494,0,9,1,2,1,0,0,0,0,40,0,0
27633,60,0,193235,0,12,0,2,0,0,0,0,0,24,0,0
27634,30,0,345122,0,15,0,1,0,0,0,0,0,50,0,0
27635,17,0,54257,0,7,1,2,2,0,1,0,0,20,0,0
27636,49,1,213140,0,9,0,0,0,0,0,0,1902,60,0,1
27637,55,0,223613,0,2,2,2,2,0,1,0,0,30,1,0
27638,61,0,202060,0,9,1,2,1,1,1,0,0,34,0,0
27639,19,0,281704,1,10,1,2,2,0,0,0,0,8,0,0
27640,60,0,23336,1,14,2,2,1,0,0,0,0,50,0,0
27641,67,1,256821,0,9,2,2,1,1,0,0,0,20,0,0
27642,51,0,161838,0,11,0,0,0,0,0,0,0,57,0,0
27643,43,0,326701,0,3,2,0,1,2,0,0,0,40,1,0
27644,23,0,245302,1,10,2,2,2,1,1,0,0,40,0,0
27645,30,0,210851,1,10,0,0,0,0,0,0,0,40,0,0
27646,37,0,356824,0,9,2,2,2,0,1,0,0,40,0,0
27648,36,0,469056,0,9,2,2,2,1,1,0,0,25,0,0
27649,61,0,33460,0,9,2,2,2,0,1,0,0,40,0,0
27650,43,0,459342,0,9,2,2,1,0,1,0,0,40,0,0
27651,41,0,113597,1,10,0,2,0,0,0,0,0,16,0,0
27652,25,0,141876,1,13,1,1,2,0,0,0,0,40,0,0
27653,58,0,65325,0,6,0,2,0,0,0,0,0,40,0,1
27654,39,0,248694,0,9,1,0,1,0,0,0,0,60,0,0
27655,21,2,99199,0,9,0,0,0,0,0,0,0,40,0,0
27656,33,0,278736,0,11,0,2,0,0,0,0,0,50,0,0
27657,43,0,208045,1,14,1,1,1,0,0,0,0,40,0,1
27658,22,0,99199,0,9,0,0,0,0,0,0,0,48,0,0
27659,43,0,148998,0,9,2,2,2,0,1,0,0,40,0,0
27660,33,0,162572,1,13,0,1,0,0,0,99999,0,40,0,1
27661,24,0,50400,1,10,0,2,0,2,0,0,0,40,0,0
27662,38,0,73471,1,10,0,2,0,0,0,0,0,50,0,0
27663,39,0,65027,1,10,0,2,0,0,0,0,0,43,0,0
27664,49,1,257764,0,9,2,0,2,0,1,0,0,40,0,0
27665,48,0,233511,0,9,0,0,0,0,0,0,0,40,0,1
27666,22,0,493034,0,9,1,1,2,1,0,0,0,40,0,0
27667,63,2,246124,1,13,0,1,0,0,0,0,0,50,0,0
27668,41,0,279297,0,9,1,2,1,1,1,0,0,60,0,0
27669,34,0,93213,1,14,0,1,0,0,0,0,0,30,0,0
27670,25,0,124111,1,13,1,2,2,0,1,0,0,40,0,0
27671,34,0,181091,1,13,0,0,0,0,0,0,1977,45,0,1
27672,36,1,108293,1,13,0,0,2,0,1,0,1977,45,0,1
27673,19,0,119529,1,10,1,1,2,0,1,0,0,15,0,0
27674,47,0,84726,1,10,0,2,0,0,0,0,0,40,0,0
27675,37,2,31095,0,11,0,2,0,0,0,0,0,60,0,1
27676,24,0,233856,0,9,1,2,2,1,0,0,0,45,0,0
27677,33,2,127894,0,15,0,1,0,0,0,0,0,60,0,1
27678,40,0,136244,1,10,0,2,2,0,1,0,0,40,0,0
27679,34,1,202729,0,9,0,2,0,0,0,0,0,40,0,0
27680,69,1,32287,0,6,0,2,0,0,0,0,0,25,0,0
27681,21,0,126613,0,9,1,2,1,0,1,0,0,40,0,0
27682,26,0,386585,1,10,2,2,1,0,0,0,0,60,0,0
27683,32,0,83253,1,10,0,2,0,0,0,0,0,60,0,0
27684,33,0,388741,1,10,1,2,2,2,1,0,0,38,0,0
27685,47,0,275095,1,10,2,2,1,0,1,0,0,40,0,0
27686,21,1,82497,1,10,1,2,2,0,1,0,0,20,0,0
27687,25,0,268222,0,9,2,2,2,1,1,0,0,40,0,0
27688,37,0,168941,1,14,0,0,0,0,0,0,0,55,0,1
27689,58,0,150560,1,13,2,2,1,0,1,14084,0,40,0,1
27690,48,0,36503,1,10,0,0,0,0,0,0,0,40,0,1
27691,46,1,149551,0,9,0,2,0,0,0,5013,0,50,0,0
27692,44,1,26880,1,16,2,1,1,0,1,0,1092,40,0,0
27693,20,0,289982,0,9,1,2,2,0,1,0,0,10,1,0
27694,67,1,116517,1,13,2,1,2,0,1,0,0,35,0,0
27695,56,0,101436,0,9,2,2,2,2,1,0,0,35,0,0
27696,39,0,203070,0,11,0,2,0,0,0,0,0,49,0,0
27697,35,0,93034,0,9,1,2,1,2,0,0,0,40,1,0
27699,38,0,264627,1,10,2,2,2,0,1,0,0,40,0,0
27700,39,0,22245,1,13,0,1,1,0,0,0,0,60,0,0
27701,48,0,309212,1,10,2,0,1,0,1,0,0,40,1,0
27702,46,0,102359,1,13,2,1,1,0,0,0,0,40,0,0
27703,37,0,143912,0,9,2,2,1,0,0,0,0,50,0,0
27704,34,2,195602,0,9,0,0,0,0,0,0,0,55,0,0
27705,50,0,137299,0,12,2,0,2,0,0,0,0,40,0,0
27706,49,1,183710,1,16,0,0,0,0,0,0,0,50,0,1
27707,39,0,147500,0,9,0,1,2,1,1,0,0,40,0,0
27708,63,0,164435,1,10,0,1,0,0,0,0,0,50,0,0
27710,56,0,329059,0,9,0,2,0,0,0,0,0,40,1,1
27711,40,2,85668,0,9,0,0,0,0,0,0,0,40,0,0
27713,53,0,309466,0,9,2,0,1,0,0,0,0,40,0,0
27714,19,0,386378,0,9,1,1,1,0,0,0,0,35,0,0
27715,27,2,301514,1,10,0,2,0,2,0,0,0,40,1,0
27717,42,0,199018,1,14,0,0,0,0,0,0,0,40,0,1
27719,47,0,185400,0,7,0,2,0,0,0,0,0,70,0,0
27720,26,0,113587,0,6,2,2,2,0,0,0,0,35,0,0
27722,64,1,201293,0,9,2,2,1,0,1,0,0,38,0,0
27723,21,0,317175,0,9,1,2,1,0,0,0,0,60,0,0
27724,64,2,219661,0,15,0,1,0,0,0,0,0,9,0,1
27725,28,1,214858,0,9,1,2,2,0,0,0,0,48,0,0
27726,29,0,122000,1,10,1,2,1,0,0,0,0,60,0,0
27727,58,0,102509,0,6,2,2,1,1,0,0,0,50,0,0
27728,33,1,177216,0,9,0,2,0,1,0,0,0,40,0,0
27729,33,0,319854,1,13,2,1,1,0,0,4650,0,35,0,0
27730,23,0,304143,1,10,1,2,2,0,1,0,0,10,0,0
27731,27,0,188941,1,10,0,2,0,0,0,3908,0,40,0,0
27732,25,0,269004,0,11,1,0,2,0,0,0,0,40,0,0
27733,23,0,324960,0,9,1,0,2,0,0,0,0,40,0,0
27734,58,0,94345,0,9,0,2,0,0,0,0,0,40,0,0
27735,35,0,51700,0,9,0,2,0,0,0,0,0,40,0,0
27736,23,0,204653,0,9,1,2,1,0,0,0,0,72,1,0
27737,29,0,199903,0,9,1,1,2,0,1,0,0,20,0,0
27738,24,0,130741,1,13,1,2,2,0,0,0,0,40,0,0
27739,50,1,32801,1,13,0,0,2,2,1,0,0,40,0,1
27740,39,0,306504,0,9,0,2,0,0,0,0,0,40,0,0
27742,50,1,96062,1,14,0,1,0,0,0,0,0,70,0,1
27743,32,0,37232,1,10,0,2,0,0,0,0,0,40,0,0
27744,57,2,79539,0,9,0,2,0,2,0,0,0,40,0,0
27745,25,0,243786,1,13,1,1,1,0,1,0,0,37,0,0
27746,29,0,160279,0,9,2,2,2,0,0,0,0,40,0,0
27747,73,2,29306,0,9,0,2,0,0,0,0,0,40,0,0
27748,34,0,199539,0,9,0,0,0,0,0,0,0,48,0,1
27749,22,0,151888,0,9,1,1,2,0,0,0,0,40,0,0
27750,24,0,251603,1,10,1,1,2,0,1,0,0,20,0,0
27751,20,0,254547,0,9,1,2,1,1,1,0,0,35,1,0
27752,38,2,89202,1,10,2,0,1,0,0,0,0,40,0,0
27753,53,0,203967,0,15,0,1,0,0,0,0,1887,40,0,1
27754,54,1,119570,0,12,0,2,0,0,0,0,0,50,0,1
27757,27,0,147340,1,10,1,0,2,0,1,0,0,40,0,0
27758,37,0,385251,0,9,0,0,0,0,0,0,0,40,0,1
27760,43,0,213844,0,9,2,0,2,1,1,0,0,42,0,1
27762,32,0,101103,0,12,0,0,2,0,1,0,0,40,0,0
27763,28,0,275116,0,6,0,2,0,0,0,0,0,40,0,0
27764,37,0,167396,0,9,0,1,0,0,0,0,0,40,1,0
27765,35,0,216256,0,11,1,1,1,0,0,0,0,60,0,0
27766,41,0,152742,0,11,2,2,1,0,1,3325,0,40,0,0
27767,35,0,209629,1,13,1,1,1,0,0,0,0,40,0,0
27768,31,1,77634,0,1,1,1,1,0,0,0,0,24,0,0
27769,52,0,318975,0,9,2,2,2,0,1,0,0,40,1,0
27770,23,0,40060,1,10,0,2,0,0,0,0,0,40,0,0
27771,18,1,378036,0,8,1,2,2,0,0,0,0,10,0,0
27772,55,0,141877,1,13,0,2,0,0,0,0,0,40,0,0
27773,41,1,168071,0,9,2,0,2,0,0,0,0,45,0,0
27774,76,0,328227,1,13,0,2,0,0,0,5556,0,13,0,1
27775,22,0,102632,0,9,1,0,1,0,0,0,0,41,0,0
27776,49,1,52590,0,9,2,2,1,1,0,0,0,40,0,0
27777,43,1,270721,1,13,0,0,0,0,0,0,0,55,0,1
27779,37,0,295949,0,9,1,2,1,0,0,0,0,40,0,0
27780,56,0,227972,1,14,0,1,0,0,0,15024,0,48,1,1
27782,29,0,42881,1,13,0,0,2,0,1,0,0,40,0,1
27783,67,0,186427,1,13,0,0,0,0,0,0,0,45,0,0
27785,31,2,33117,1,14,1,1,1,0,0,0,0,45,1,0
27786,75,0,148214,0,9,2,2,1,0,1,0,0,25,0,0
27787,34,0,24361,0,15,1,1,1,0,1,10520,0,40,0,1
27788,42,0,280167,1,14,0,1,0,0,0,0,0,40,0,1
27789,63,1,54052,1,14,0,2,0,0,0,0,0,68,0,1
27790,36,0,220511,1,10,0,0,0,0,0,0,0,40,0,0
27791,46,0,212944,0,7,0,0,0,0,0,0,0,32,0,0
27792,21,0,177265,0,12,1,1,2,0,1,0,0,30,0,0
27793,35,0,61343,0,9,0,0,0,0,0,0,0,45,0,0
27794,37,0,213008,0,11,0,1,0,0,0,0,0,40,1,0
27795,22,0,190290,1,13,1,1,2,0,0,0,0,10,0,0
27796,30,0,26543,1,13,2,1,1,0,0,0,0,40,0,0
27797,33,0,427812,0,5,0,2,0,0,0,0,0,40,1,0
27799,38,1,107909,1,13,0,2,0,0,0,0,0,40,0,1
27800,37,1,289653,1,10,0,0,0,0,0,0,0,40,0,0
27801,41,0,165815,0,9,0,0,0,0,0,0,0,40,0,1
27802,23,0,199070,0,9,1,2,2,1,0,0,0,16,0,0
27803,50,1,235307,0,12,0,1,0,0,0,0,0,48,0,1
27804,46,0,114222,0,11,2,0,1,0,0,0,0,40,0,0
27805,42,0,141558,1,14,0,1,0,0,0,0,0,60,0,0
27806,20,0,232577,1,10,1,1,2,0,1,0,0,40,0,0
27808,62,1,136787,0,9,2,2,2,0,0,0,0,40,0,0
27809,56,1,273084,1,14,0,0,0,1,0,0,0,40,0,1
27810,49,0,227800,0,4,0,1,0,0,0,0,0,32,0,0
27811,60,2,54614,0,11,0,1,2,0,1,0,0,40,0,0
27812,30,0,151001,0,3,0,2,0,0,0,3464,0,40,1,0
27813,28,0,369114,0,9,2,2,2,0,1,0,0,40,0,0
27815,44,1,33126,1,10,0,0,0,0,0,0,0,80,0,0
27816,32,1,244268,1,13,1,1,1,0,0,0,0,50,0,0
27817,47,0,64563,1,10,0,2,0,0,0,7688,0,42,0,1
27818,20,0,24274,0,9,1,1,2,2,1,0,0,35,0,0
27819,34,0,289228,1,14,0,0,2,0,1,15024,0,45,0,1
27820,37,0,194668,1,10,0,2,0,0,0,0,0,45,0,1
27821,32,2,189461,0,9,1,1,1,0,1,0,0,60,0,0
27823,20,0,39478,1,10,1,2,1,0,0,0,0,70,0,0
27825,38,0,376025,0,4,0,2,0,0,0,0,0,40,0,0
27826,62,0,153148,0,9,2,1,1,0,1,0,0,84,0,0
27827,40,0,375603,0,9,2,2,2,1,0,0,0,40,0,0
27828,20,0,123007,0,9,1,2,2,0,0,0,2001,30,0,0
27829,43,0,188696,0,11,2,2,1,0,0,0,0,40,0,0
27830,32,0,257978,0,11,2,2,2,1,1,0,0,40,0,0
27831,52,0,185407,0,11,0,0,0,0,0,0,0,48,1,1
27832,25,0,124590,0,9,1,0,2,0,0,0,0,40,0,0
27833,46,0,256522,0,2,1,2,2,0,0,0,0,40,1,0
27834,37,0,196373,0,9,0,0,0,0,0,0,0,40,0,1
27835,36,0,145933,0,9,1,0,1,0,0,0,2258,70,0,0
27836,40,0,248094,0,9,0,2,0,0,0,0,0,40,0,0
27837,32,0,209103,0,9,0,2,0,0,0,0,0,20,0,1
27838,45,0,187033,0,9,0,0,0,0,0,0,2051,40,0,0
27839,67,0,105252,1,10,2,2,1,0,0,7978,0,35,0,0
27840,65,0,420277,1,10,0,2,0,0,0,0,0,40,0,0
27841,49,1,246891,1,13,0,2,0,0,0,0,0,40,0,1
27842,26,0,126829,1,10,1,2,1,0,0,0,0,40,0,0
27843,56,0,357118,1,14,0,1,2,0,1,0,0,40,0,1
27844,27,0,321577,0,9,1,2,2,1,1,0,0,40,0,0
27846,32,0,34104,1,10,0,0,0,0,0,0,0,40,0,0
27847,32,2,27207,0,7,0,2,0,0,0,0,0,80,0,0
27848,42,2,37618,1,10,0,2,0,0,0,0,0,60,0,0
27849,33,0,178615,0,12,0,0,0,0,0,0,0,40,0,0
27850,26,0,122920,0,9,1,0,2,0,0,0,0,56,0,0
27851,37,0,19899,0,9,0,0,0,0,0,15024,0,45,0,1
27852,33,0,252708,0,8,1,2,2,0,1,0,0,40,1,0
27853,63,0,287972,1,13,2,1,2,1,1,0,0,20,0,0
27855,40,0,82161,1,13,1,2,1,0,0,0,0,40,0,0
27856,34,0,209691,1,10,2,2,1,0,0,0,0,66,0,0
27857,45,1,162410,1,10,2,2,1,0,1,0,0,45,0,1
27858,29,0,100563,0,9,1,2,2,1,0,0,0,40,0,0
27859,34,0,176711,0,9,2,1,2,0,0,0,0,40,0,0
27860,43,1,186916,1,14,2,2,1,0,0,0,0,60,0,1
27861,48,0,299291,0,9,0,2,0,0,0,0,0,44,0,0
27862,33,0,213308,0,11,2,2,2,1,1,0,0,50,0,0
27864,45,0,102318,0,11,0,0,0,0,0,0,0,45,0,1
27865,52,0,175714,0,12,0,0,0,0,0,0,0,55,0,1
27866,31,1,158688,0,11,0,2,0,0,0,0,0,40,0,1
27867,45,1,200825,1,13,0,0,0,0,0,0,0,50,0,1
27868,41,0,106627,0,12,2,0,2,1,1,0,0,50,0,0
27869,46,1,123075,0,9,0,2,0,0,0,0,0,70,0,0
27870,28,0,230743,0,12,2,2,1,0,1,0,0,40,0,0
27873,29,0,180758,1,14,1,1,1,0,0,0,0,40,0,0
27875,32,0,278940,0,9,1,2,1,1,1,0,0,40,0,0
27876,23,0,218782,0,6,1,2,2,2,0,0,0,40,0,0
27877,51,1,85815,1,13,0,0,0,2,0,0,0,40,0,1
27879,61,0,129246,0,6,0,0,0,0,0,0,0,48,0,0
27880,68,0,34887,0,9,2,2,1,0,1,0,0,6,0,0
27881,21,0,98678,1,10,1,1,2,0,0,0,0,15,0,0
27882,53,1,164300,1,13,2,2,2,0,1,0,0,38,1,0
27883,42,1,88909,1,13,0,0,0,0,0,0,0,40,0,1
27884,27,0,160178,1,10,2,2,1,0,1,0,0,38,0,0
27885,51,0,115851,0,9,0,0,0,0,0,0,0,40,0,0
27886,43,0,239161,1,10,0,2,0,2,0,0,0,40,0,0
27887,33,0,181388,0,9,2,1,2,0,1,0,0,40,0,0
27888,34,0,113364,1,10,0,2,0,0,0,0,0,40,1,0
27890,45,2,123681,0,15,0,1,0,0,0,0,0,40,0,1
27891,37,0,32207,0,9,1,2,1,0,0,0,0,40,0,0
27892,19,0,159269,1,10,1,1,2,0,0,0,0,18,0,0
27893,24,0,102493,0,9,0,2,0,0,0,0,0,40,0,0
27894,60,0,235336,1,10,2,0,1,0,1,0,0,70,0,0
27895,26,0,136951,0,9,2,2,2,1,1,0,0,40,0,0
27896,39,0,176186,1,10,0,2,0,0,0,0,0,50,0,1
27897,20,1,163205,0,11,1,2,2,0,1,0,0,36,0,0
27898,54,0,256916,0,9,0,0,0,0,0,0,0,45,0,0
27899,28,0,189530,0,9,0,2,0,0,0,0,0,35,0,0
27900,46,0,347993,0,2,2,0,1,0,0,0,0,40,1,0
27901,45,0,138626,1,10,2,0,1,0,0,0,1876,50,0,0
27902,19,0,258470,0,9,1,2,1,0,0,0,0,40,0,0
27903,52,1,135388,0,9,0,0,0,0,0,5013,0,40,0,0
27904,18,0,179203,1,10,1,2,2,0,1,0,0,20,0,0
27905,20,0,87546,1,10,1,2,2,0,1,0,0,40,0,0
27906,57,0,140426,1,16,0,2,0,0,0,0,1977,40,1,1
27907,37,1,86459,0,12,2,0,2,0,0,0,0,50,0,0
27908,39,2,178948,0,9,0,2,2,0,1,0,0,50,0,0
27909,37,0,159383,0,9,2,2,2,0,1,0,0,40,0,0
27910,70,0,170428,1,13,2,1,2,0,1,0,0,20,1,0
27911,20,0,137651,1,10,1,2,2,2,0,0,0,40,0,0
27912,20,0,434710,1,10,1,2,1,0,1,0,0,20,0,0
27913,40,0,64980,1,10,0,2,0,1,0,0,0,55,0,1
27915,60,0,82775,1,10,0,2,0,0,0,0,0,55,0,0
27916,36,0,33001,0,9,2,2,2,0,0,0,0,50,0,0
27917,32,1,504951,0,12,0,2,0,0,0,0,0,50,0,0
27918,34,0,117963,0,15,0,1,0,0,0,0,0,50,0,1
27919,83,1,107338,1,10,2,1,1,0,0,0,0,12,0,0
27920,43,1,35662,1,16,0,1,2,0,1,0,0,70,0,1
27921,37,2,150993,0,7,0,2,0,0,0,0,0,45,0,0
27922,43,1,314739,1,10,0,0,0,0,0,0,0,92,0,1
27923,46,1,191978,1,14,0,0,0,0,0,0,2392,50,0,1
27925,33,0,140206,0,15,0,1,0,0,0,0,0,40,0,1
27926,54,0,221336,0,9,2,1,2,2,1,0,0,40,1,0
27927,25,0,405281,1,10,1,0,1,0,0,0,0,40,0,0
27929,48,0,176917,0,9,0,0,0,0,0,0,0,55,0,0
27930,29,0,188729,1,13,1,2,1,0,1,0,0,45,0,0
27931,39,0,113481,1,13,0,0,0,0,0,0,0,45,0,1
27932,40,1,50644,0,12,2,2,2,0,1,1506,0,40,0,0
27933,53,0,394474,0,12,1,2,2,1,1,0,0,40,0,0
27934,28,0,355259,1,14,1,1,1,0,1,0,0,40,0,1
27935,25,0,190628,1,10,0,0,0,0,0,0,0,40,1,0
27936,46,1,106252,1,10,2,2,1,0,1,0,0,40,0,0
27937,28,0,130856,0,6,0,0,0,0,0,0,0,36,0,0
27938,35,0,556902,0,9,2,1,1,1,0,0,0,40,0,0
27939,23,0,240063,1,13,1,2,2,0,0,0,0,25,0,0
27940,41,0,264663,1,10,2,1,2,0,1,0,3900,40,0,0
27941,47,1,200808,0,8,0,2,0,0,0,0,0,35,1,0
27942,18,0,189924,0,9,1,2,2,0,1,0,0,24,0,0
27943,37,0,54159,0,9,1,2,1,0,0,0,0,45,0,0
27944,52,0,176134,0,9,0,2,0,1,0,0,0,48,0,0
27945,43,0,397280,0,12,1,1,1,0,0,0,0,50,0,1
27947,24,0,237262,1,10,1,2,1,0,1,0,0,35,0,0
27948,39,1,164156,0,12,2,1,2,0,1,0,0,55,0,0
27949,46,0,239439,0,9,2,2,2,1,1,0,0,40,0,0
27950,38,1,233571,1,13,1,1,1,0,1,0,0,40,0,0
27951,58,0,170290,0,9,2,1,1,0,0,0,0,35,0,0
27952,23,0,176724,0,7,0,2,0,0,0,0,0,40,1,0
27953,20,0,225395,0,4,1,2,2,0,1,0,0,60,1,0
27954,42,1,23510,1,14,2,0,2,2,0,0,2201,60,1,1
27955,40,0,65866,1,10,2,2,2,0,1,0,213,40,0,0
27956,36,0,161141,0,12,0,1,0,0,0,0,0,40,0,0
27957,62,0,29828,0,9,0,2,0,0,0,0,0,40,0,0
27958,40,0,210493,0,7,2,2,2,0,1,0,0,40,0,0
27959,57,0,170411,1,13,0,2,0,0,0,0,0,40,0,1
27960,42,1,120277,1,14,0,0,0,0,0,0,0,40,0,1
27961,42,0,111483,1,13,0,2,0,0,0,0,0,50,0,1
27962,45,1,132563,0,15,2,1,2,1,1,0,1726,40,0,0
27963,52,1,51048,1,13,0,2,0,0,0,0,0,55,0,0
27964,41,0,425049,0,9,0,2,0,0,0,0,0,50,0,1
27965,71,0,162297,0,9,2,2,2,0,1,0,0,20,0,0
27966,20,0,38772,0,6,1,2,2,0,0,0,0,50,0,0
27967,37,0,117381,0,9,1,2,1,0,0,0,0,40,0,0
27969,23,0,203182,1,13,1,2,1,0,1,0,0,40,0,0
27970,34,2,56460,0,9,0,2,2,0,1,0,2179,12,0,0
27971,26,1,425092,1,14,1,1,1,0,1,2174,0,40,0,0
27972,34,1,126584,1,13,0,0,0,0,0,0,0,45,0,0
27973,50,0,128478,0,9,0,0,0,0,0,0,0,60,0,1
27974,44,0,55191,0,15,1,1,1,1,1,0,0,40,0,0
27975,48,1,155664,0,15,0,1,0,0,0,0,0,60,0,1
27976,43,1,311914,1,10,2,2,1,0,1,0,0,40,0,0
27977,60,1,165982,1,14,0,0,0,0,0,0,0,50,0,1
27978,31,0,128591,0,5,2,2,1,0,0,0,0,40,0,0
27979,25,0,254746,0,11,1,2,1,0,1,0,0,40,0,0
27980,38,2,357962,0,5,2,0,1,0,0,0,0,40,0,0
27981,51,1,200046,1,13,2,2,2,0,0,0,2824,40,0,1
27982,40,2,154076,0,12,0,0,0,0,0,0,0,60,0,0
27984,51,0,138514,0,11,2,2,2,1,1,0,0,48,0,0
27985,52,0,75839,1,10,0,2,0,0,0,0,0,40,0,0
27986,23,0,122346,0,9,1,2,2,0,0,0,0,40,0,0
27987,56,0,126677,0,9,0,2,0,0,0,3103,0,40,0,1
27988,18,0,133654,0,9,1,2,2,0,1,0,0,40,0,0
27989,41,0,109969,1,10,2,2,2,0,1,0,0,40,0,0
27990,70,2,347910,1,10,0,0,0,0,0,0,0,35,0,0
27991,55,2,183810,1,14,0,1,0,0,0,0,0,55,0,1
27993,47,0,106942,0,4,2,1,1,0,1,0,0,38,0,0
27994,17,0,73338,0,7,1,2,2,0,0,0,0,20,0,0
27995,40,0,128700,1,10,2,2,2,0,1,0,0,40,0,0
27996,42,1,101950,1,13,1,0,1,0,1,0,0,38,0,0
27997,33,0,196898,1,13,1,1,1,0,1,0,0,40,0,0
27998,25,0,195481,0,9,0,2,2,0,0,0,0,40,0,0
27999,34,0,159008,0,11,0,1,2,0,1,0,0,36,0,1
28000,23,0,49296,0,9,1,2,2,1,0,0,0,40,0,0
28001,36,0,67728,0,9,0,0,0,0,0,5013,0,40,1,0
28002,37,1,239409,1,14,0,1,0,0,0,0,0,60,0,1
28003,30,0,155659,0,9,2,1,2,0,1,0,0,36,0,0
28004,25,0,190107,1,13,1,1,1,0,0,0,0,35,0,0
28005,17,0,166242,0,6,1,1,2,0,1,0,0,15,0,0
28006,68,2,198554,1,10,2,2,1,0,1,0,0,20,0,0
28007,37,0,171968,0,11,0,2,0,0,0,0,0,40,0,0
28008,22,0,214716,0,9,1,1,2,0,1,0,0,40,0,0
28009,27,0,29261,1,10,1,2,2,0,0,0,0,50,0,0
28010,73,0,139978,0,7,0,2,0,0,0,0,0,40,0,0
28011,32,1,83413,1,13,0,2,0,0,0,0,0,35,0,1
28012,60,0,288684,0,3,2,2,2,0,0,0,0,40,0,0
