,workclass,age,marital_status,occupation,relationship,gender,native_country,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19
14870,0,35,2,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
14871,0,37,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
14872,0,55,2,5,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14873,0,32,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0
14874,0,48,2,4,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
14875,0,28,1,0,2,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
14876,0,43,2,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1
14877,0,33,0,2,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1
14878,1,33,0,2,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0
14879,0,23,1,6,2,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
14880,0,17,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0
14881,0,52,0,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1
14882,0,28,1,4,2,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0
14883,0,18,1,4,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0
14884,0,58,0,3,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0
14885,2,41,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0
14886,0,48,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1
14887,0,35,1,6,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0
14888,0,55,2,6,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0
14889,0,24,0,6,2,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0
14890,2,34,0,5,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1
14891,0,35,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1
14892,0,22,1,5,2,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0
14893,0,28,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0
14894,0,32,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
14895,2,32,2,4,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0
14896,0,62,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14897,0,25,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0
14898,0,43,0,5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1
14899,2,39,0,5,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1
14900,0,30,0,3,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1
14901,0,37,1,2,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0
14902,0,35,2,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0
14903,2,51,0,5,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0
14904,1,46,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1
14905,1,66,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
14906,1,47,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
14907,0,22,1,4,2,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0
14908,0,39,0,2,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1
14909,0,19,1,3,2,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0
14910,0,53,2,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0
14911,0,42,2,3,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
14912,0,32,2,4,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
14913,1,44,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
14914,1,37,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1
14915,0,43,0,4,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
14916,1,30,0,2,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0
14917,1,48,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
14918,0,33,1,3,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0
14919,0,44,2,6,2,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
14920,0,42,0,3,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1
14921,0,26,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
14922,0,29,0,5,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
14923,1,30,0,3,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0
14924,0,52,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1
14925,0,46,2,3,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0
14926,0,42,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1
14927,0,32,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1
14928,0,33,0,0,2,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1
14929,0,77,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
14930,2,47,0,5,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1
14931,1,32,1,2,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
14932,0,39,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0
14933,0,57,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
14934,0,46,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0
14935,0,31,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0
14936,0,21,1,5,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14937,0,44,0,1,2,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
14938,0,45,2,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
14939,1,30,1,6,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0
14940,0,41,1,2,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
14941,0,32,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14942,1,49,0,6,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1
14943,1,47,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1
14944,0,75,2,2,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0
14945,0,33,1,6,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
14946,0,47,0,3,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0
14947,0,27,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
14948,1,33,0,2,2,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
14949,0,34,0,5,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1
14950,0,41,2,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1
14951,1,62,2,2,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1
14952,1,22,1,2,2,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
14953,0,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
14954,0,52,2,2,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0
14955,1,45,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
14956,0,35,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
14957,1,18,1,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
14958,2,34,1,5,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0
14959,0,49,2,2,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0
14960,2,42,0,5,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0
14961,1,34,1,2,2,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0
14962,0,26,1,5,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0
14963,0,36,1,5,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
14964,0,18,1,6,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1
14965,2,48,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1
14966,0,45,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1
14967,0,40,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
14968,0,23,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
14969,1,55,2,2,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
14970,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1
14971,0,38,1,6,2,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0
14972,1,28,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1
14973,0,52,0,3,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0
14974,2,67,0,5,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
14975,0,41,2,6,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0
14976,0,36,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1
14977,0,30,1,3,2,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0
14978,0,43,0,3,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0
14979,2,28,2,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1
14980,0,23,1,3,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0
14981,0,51,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0
14982,0,28,2,3,2,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1
14983,0,44,0,3,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1
14984,0,23,1,5,2,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1
14985,0,33,1,3,2,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0
14986,1,61,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
14987,2,26,1,0,2,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0
14988,0,34,2,3,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1
14989,0,65,2,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
14990,0,58,0,6,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
14991,0,55,0,6,2,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1
14992,0,55,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0
14993,1,61,0,0,2,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0
14994,2,31,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
14995,2,36,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0
14996,1,48,2,6,2,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0
14997,0,54,0,3,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0
14998,0,41,2,3,2,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0
14999,0,29,1,4,2,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1
15000,2,64,0,3,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1
15001,0,45,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15002,0,25,1,6,2,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0
15003,0,37,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
15004,0,30,1,4,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1
15005,0,24,1,5,2,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
15006,1,64,0,2,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1
15007,0,42,2,5,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1
15008,2,36,2,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0
15009,0,24,1,6,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1
15010,0,52,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
15011,0,53,0,3,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0
15012,0,47,1,6,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
15013,0,34,0,2,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1
15014,0,36,0,3,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0
15015,0,42,2,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
15016,0,35,2,5,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
15017,2,31,1,5,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0
15018,0,38,2,3,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0
15019,2,37,0,2,2,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0
15020,0,27,1,2,2,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
15021,0,29,1,3,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
15022,1,38,0,2,2,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
15023,0,36,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1
15024,0,23,1,5,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15025,0,27,1,5,2,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0
15026,0,55,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
15027,0,26,1,4,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
15028,0,40,0,5,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15029,0,20,1,4,2,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1
15030,0,45,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
15031,2,67,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15032,2,65,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
15033,1,55,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
15034,1,39,2,2,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
15035,0,20,1,4,2,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0
15036,0,23,1,3,2,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1
15037,2,17,1,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15038,0,53,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0
15039,0,34,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0
15040,2,77,2,6,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0
15041,0,20,1,6,2,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1
15042,0,38,1,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
15043,0,42,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0
15044,0,24,1,2,2,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
15045,1,36,0,0,2,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0
15046,1,29,1,4,2,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0
15047,0,26,1,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15048,0,19,1,5,2,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0
15049,0,36,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
15050,0,52,0,5,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15051,0,21,1,4,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
15052,1,26,1,5,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1
15053,0,61,2,3,2,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1
15054,0,43,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
15055,1,38,2,4,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
15056,0,42,0,5,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1
15057,0,34,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0
15058,0,36,2,2,2,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1
15059,0,37,1,6,2,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
15060,0,60,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1
15061,0,41,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
15062,0,41,1,6,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
15063,1,55,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1
15064,2,41,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
15065,0,45,2,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0
15066,0,36,2,4,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
15067,0,26,2,5,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1
15068,1,66,2,6,2,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0
15069,0,49,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0
15070,0,46,2,2,2,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1
15071,0,51,1,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1
15072,1,48,0,5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
15073,2,26,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1
15074,0,62,2,6,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
15075,0,34,0,3,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1
15076,0,33,1,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1
15077,0,30,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1
15078,0,25,1,6,2,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1
15079,0,25,0,5,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15080,0,23,1,5,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
15081,2,50,2,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0
15082,0,46,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0
15083,0,51,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
15084,2,60,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
15085,1,41,2,6,2,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1
15086,0,32,1,5,2,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0
15087,0,34,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
15088,0,18,1,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
15089,1,30,0,2,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0
15090,0,29,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1
15091,0,61,2,3,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0
15092,1,46,2,6,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1
15093,2,68,2,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
15094,0,36,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0
15095,0,22,1,4,2,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1
15096,0,43,2,6,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1
15097,2,57,0,2,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
15098,0,31,1,5,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
15099,0,45,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
15100,0,48,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
15101,1,54,2,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1
15102,0,24,1,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
15103,0,45,2,3,2,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1
15104,2,41,2,2,2,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1
15105,1,48,2,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1
15106,2,18,1,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15107,0,59,0,2,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1
15108,0,19,1,5,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
15109,1,24,1,6,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0
15110,0,28,2,4,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
15111,0,56,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1
15112,0,23,1,6,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1
15113,0,34,1,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
